"","trial","outcome_condition","rt","chose_risky","key_pressed","reward","color","session","total_earned","participant","risk_first_to_mind","total_risk","judged_percent","block","last_risk","condition","experiment"
"892",12,"second_win","275",TRUE,"right",0,"4","first_time",0.1,"ct09",0,0.38,0,1,0,"Control","Control"
"893",13,"second_win","250",FALSE,"left",0.5,"3","first_time",0.1125,"ct09",0,0.38,0,1,0,"Control","Control"
"894",14,"second_win","229",FALSE,"left",0.5,"3","first_time",0.125,"ct09",0,0.38,0,1,0,"Control","Control"
"895",15,"second_win","239",TRUE,"right",1,"4","first_time",0.15,"ct09",0,0.38,0,1,0,"Control","Control"
"896",16,"second_win","288",FALSE,"left",0.5,"3","first_time",0.1625,"ct09",0,0.38,0,1,1,"Control","Control"
"897",17,"second_win","299",TRUE,"right",0,"4","first_time",0.1625,"ct09",0,0.38,0,1,1,"Control","Control"
"898",18,"second_win","211",FALSE,"left",0.5,"3","first_time",0.175,"ct09",0,0.38,0,1,0,"Control","Control"
"899",19,"second_win","556",TRUE,"right",1,"4","first_time",0.2,"ct09",0,0.38,0,1,0,"Control","Control"
"900",20,"second_win","270",FALSE,"left",0.5,"3","first_time",0.2125,"ct09",0,0.38,0,1,1,"Control","Control"
"901",21,"second_win","278",TRUE,"right",1,"4","first_time",0.2375,"ct09",0,0.38,0,2,1,"Control","Control"
"902",22,"second_win","2372",TRUE,"right",1,"4","first_time",0.2625,"ct09",0,0.38,0,2,1,"Control","Control"
"903",23,"second_win","1565",FALSE,"left",0.5,"3","first_time",0.275,"ct09",0,0.38,0,2,1,"Control","Control"
"904",24,"second_win","360",TRUE,"right",0,"4","first_time",0.275,"ct09",0,0.38,0,2,1,"Control","Control"
"905",25,"second_win","243",FALSE,"left",0.5,"3","first_time",0.2875,"ct09",0,0.38,0,2,0,"Control","Control"
"906",26,"second_win","341",FALSE,"left",0.5,"3","first_time",0.3,"ct09",0,0.38,0,2,0,"Control","Control"
"907",27,"second_win","318",FALSE,"left",0.5,"3","first_time",0.3125,"ct09",0,0.38,0,2,0,"Control","Control"
"908",28,"second_win","274",TRUE,"right",0,"4","first_time",0.3125,"ct09",0,0.38,0,2,0,"Control","Control"
"909",29,"second_win","259",FALSE,"left",0.5,"3","first_time",0.325,"ct09",0,0.38,0,2,0,"Control","Control"
"910",30,"second_win","909",FALSE,"left",0.5,"3","first_time",0.3375,"ct09",0,0.38,0,2,0,"Control","Control"
"911",31,"second_win","289",TRUE,"right",0,"4","first_time",0.3375,"ct09",0,0.38,0,2,0,"Control","Control"
"912",32,"second_win","267",FALSE,"left",0.5,"3","first_time",0.35,"ct09",0,0.38,0,2,0,"Control","Control"
"913",33,"second_win","492",TRUE,"right",1,"4","first_time",0.375,"ct09",0,0.38,0,2,0,"Control","Control"
"914",34,"second_win","339",FALSE,"left",0.5,"3","first_time",0.3875,"ct09",0,0.38,0,2,1,"Control","Control"
"915",35,"second_win","775",TRUE,"right",0,"4","first_time",0.3875,"ct09",0,0.38,0,2,1,"Control","Control"
"916",36,"second_win","361",FALSE,"left",0.5,"3","first_time",0.4,"ct09",0,0.38,0,2,0,"Control","Control"
"917",37,"second_win","620",FALSE,"left",0.5,"3","first_time",0.4125,"ct09",0,0.38,0,2,0,"Control","Control"
"918",38,"second_win","243",FALSE,"left",0.5,"3","first_time",0.425,"ct09",0,0.38,0,2,0,"Control","Control"
"919",39,"second_win","333",FALSE,"left",0.5,"3","first_time",0.4375,"ct09",0,0.38,0,2,0,"Control","Control"
"920",40,"second_win","342",FALSE,"left",0.5,"3","first_time",0.45,"ct09",0,0.38,0,2,0,"Control","Control"
"921",41,"second_win","384",TRUE,"right",0,"4","first_time",0.45,"ct09",0,0.38,0,3,0,"Control","Control"
"922",42,"second_win","231",TRUE,"right",1,"4","first_time",0.475,"ct09",0,0.38,0,3,0,"Control","Control"
"923",43,"second_win","232",FALSE,"left",0.5,"3","first_time",0.4875,"ct09",0,0.38,0,3,1,"Control","Control"
"924",44,"second_win","282",FALSE,"left",0.5,"3","first_time",0.5,"ct09",0,0.38,0,3,1,"Control","Control"
"925",45,"second_win","284",FALSE,"left",0.5,"3","first_time",0.5125,"ct09",0,0.38,0,3,1,"Control","Control"
"926",46,"second_win","218",FALSE,"left",0.5,"3","first_time",0.525,"ct09",0,0.38,0,3,1,"Control","Control"
"927",47,"second_win","235",FALSE,"left",0.5,"3","first_time",0.5375,"ct09",0,0.38,0,3,1,"Control","Control"
"928",48,"second_win","302",TRUE,"right",1,"4","first_time",0.5625,"ct09",0,0.38,0,3,1,"Control","Control"
"929",49,"second_win","309",FALSE,"left",0.5,"3","first_time",0.575,"ct09",0,0.38,0,3,1,"Control","Control"
"930",50,"second_win","226",FALSE,"left",0.5,"3","first_time",0.5875,"ct09",0,0.38,0,3,1,"Control","Control"
"931",51,"second_win","308",FALSE,"left",0.5,"3","first_time",0.6,"ct09",0,0.38,0,3,1,"Control","Control"
"932",52,"second_win","184",FALSE,"left",0.5,"3","first_time",0.6125,"ct09",0,0.38,0,3,1,"Control","Control"
"933",53,"second_win","264",FALSE,"left",0.5,"3","first_time",0.625,"ct09",0,0.38,0,3,1,"Control","Control"
"934",54,"second_win","257",TRUE,"right",0,"4","first_time",0.625,"ct09",0,0.38,0,3,1,"Control","Control"
"935",55,"second_win","308",TRUE,"right",0,"4","first_time",0.625,"ct09",0,0.38,0,3,0,"Control","Control"
"936",56,"second_win","213",FALSE,"left",0.5,"3","first_time",0.6375,"ct09",0,0.38,0,3,0,"Control","Control"
"937",57,"second_win","229",TRUE,"right",1,"4","first_time",0.6625,"ct09",0,0.38,0,3,0,"Control","Control"
"938",58,"second_win","247",FALSE,"left",0.5,"3","first_time",0.675,"ct09",0,0.38,0,3,1,"Control","Control"
"939",59,"second_win","272",FALSE,"left",0.5,"3","first_time",0.6875,"ct09",0,0.38,0,3,1,"Control","Control"
"940",60,"second_win","289",TRUE,"right",0,"4","first_time",0.6875,"ct09",0,0.38,0,3,1,"Control","Control"
"941",61,"second_win","310",FALSE,"left",0.5,"3","first_time",0.7,"ct09",0,0.38,0,4,0,"Control","Control"
"942",62,"second_win","409",FALSE,"left",0.5,"3","first_time",0.7125,"ct09",0,0.38,0,4,0,"Control","Control"
"943",63,"second_win","216",TRUE,"right",0,"4","first_time",0.7125,"ct09",0,0.38,0,4,0,"Control","Control"
"944",64,"second_win","440",FALSE,"left",0.5,"3","first_time",0.725,"ct09",0,0.38,0,4,0,"Control","Control"
"945",65,"second_win","352",FALSE,"left",0.5,"3","first_time",0.7375,"ct09",0,0.38,0,4,0,"Control","Control"
"946",66,"second_win","248",TRUE,"right",0,"4","first_time",0.7375,"ct09",0,0.38,0,4,0,"Control","Control"
"947",67,"second_win","536",FALSE,"left",0.5,"3","first_time",0.75,"ct09",0,0.38,0,4,0,"Control","Control"
"948",68,"second_win","169",TRUE,"right",1,"4","first_time",0.775,"ct09",0,0.38,0,4,0,"Control","Control"
"949",69,"second_win","171",FALSE,"left",0.5,"3","first_time",0.7875,"ct09",0,0.38,0,4,1,"Control","Control"
"950",70,"second_win","232",FALSE,"left",0.5,"3","first_time",0.8,"ct09",0,0.38,0,4,1,"Control","Control"
"951",71,"second_win","266",FALSE,"left",0.5,"3","first_time",0.8125,"ct09",0,0.38,0,4,1,"Control","Control"
"952",72,"second_win","204",FALSE,"left",0.5,"3","first_time",0.825,"ct09",0,0.38,0,4,1,"Control","Control"
"953",73,"second_win","3141",TRUE,"right",0,"4","first_time",0.825,"ct09",0,0.38,0,4,1,"Control","Control"
"954",74,"second_win","1547",FALSE,"left",0.5,"3","first_time",0.8375,"ct09",0,0.38,0,4,0,"Control","Control"
"955",75,"second_win","1077",FALSE,"left",0.5,"3","first_time",0.85,"ct09",0,0.38,0,4,0,"Control","Control"
"956",76,"second_win","1011",TRUE,"right",1,"4","first_time",0.875,"ct09",0,0.38,0,4,0,"Control","Control"
"957",77,"second_win","2284",FALSE,"left",0.5,"3","first_time",0.8875,"ct09",0,0.38,0,4,1,"Control","Control"
"958",78,"second_win","291",TRUE,"right",0,"4","first_time",0.8875,"ct09",0,0.38,0,4,1,"Control","Control"
"959",79,"second_win","510",FALSE,"left",0.5,"3","first_time",0.9,"ct09",0,0.38,0,4,0,"Control","Control"
"960",80,"second_win","233",FALSE,"left",0.5,"3","first_time",0.9125,"ct09",0,0.38,0,4,0,"Control","Control"
"961",81,"second_win","289",TRUE,"right",0,"4","first_time",0.9125,"ct09",0,0.38,0,5,0,"Control","Control"
"962",82,"second_win","206",FALSE,"left",0.5,"3","first_time",0.925,"ct09",0,0.38,0,5,0,"Control","Control"
"963",83,"second_win","314",TRUE,"right",0,"4","first_time",0.925,"ct09",0,0.38,0,5,0,"Control","Control"
"964",84,"second_win","447",TRUE,"right",1,"4","first_time",0.95,"ct09",0,0.38,0,5,0,"Control","Control"
"965",85,"second_win","696",FALSE,"left",0.5,"3","first_time",0.9625,"ct09",0,0.38,0,5,1,"Control","Control"
"966",86,"second_win","361",FALSE,"left",0.5,"3","first_time",0.975,"ct09",0,0.38,0,5,1,"Control","Control"
"967",87,"second_win","273",FALSE,"left",0.5,"3","first_time",0.9875,"ct09",0,0.38,0,5,1,"Control","Control"
"968",88,"second_win","723",TRUE,"right",1,"4","first_time",1.0125,"ct09",0,0.38,0,5,1,"Control","Control"
"969",89,"second_win","230",FALSE,"left",0.5,"3","first_time",1.025,"ct09",0,0.38,0,5,1,"Control","Control"
"970",90,"second_win","215",FALSE,"left",0.5,"3","first_time",1.0375,"ct09",0,0.38,0,5,1,"Control","Control"
"971",91,"second_win","206",FALSE,"left",0.5,"3","first_time",1.05,"ct09",0,0.38,0,5,1,"Control","Control"
"972",92,"second_win","172",FALSE,"left",0.5,"3","first_time",1.0625,"ct09",0,0.38,0,5,1,"Control","Control"
"973",93,"second_win","148",FALSE,"left",0.5,"3","first_time",1.075,"ct09",0,0.38,0,5,1,"Control","Control"
"974",94,"second_win","317",TRUE,"right",0,"4","first_time",1.075,"ct09",0,0.38,0,5,1,"Control","Control"
"975",95,"second_win","228",FALSE,"left",0.5,"3","first_time",1.0875,"ct09",0,0.38,0,5,0,"Control","Control"
"976",96,"second_win","344",TRUE,"right",0,"4","first_time",1.0875,"ct09",0,0.38,0,5,0,"Control","Control"
"977",97,"second_win","306",FALSE,"left",0.5,"3","first_time",1.1,"ct09",0,0.38,0,5,0,"Control","Control"
"978",98,"second_win","1592",FALSE,"left",0.5,"3","first_time",1.1125,"ct09",0,0.38,0,5,0,"Control","Control"
"979",99,"second_win","244",TRUE,"right",1,"4","first_time",1.1375,"ct09",0,0.38,0,5,0,"Control","Control"
"980",100,"second_win","366",FALSE,"left",0.5,"3","first_time",1.15,"ct09",0,0.38,0,5,1,"Control","Control"
"991",1,"first_win","2126",FALSE,"right",0.5,"1","first_time",0.0125,"ct10",0,0.41,0,1,NA,"Control","Control"
"992",2,"first_win","586",TRUE,"left",1,"3","first_time",0.0375,"ct10",0,0.41,0,1,NA,"Control","Control"
"993",3,"first_win","843",TRUE,"left",0,"3","first_time",0.0375,"ct10",0,0.41,0,1,1,"Control","Control"
"994",4,"first_win","488",FALSE,"right",0.5,"1","first_time",0.05,"ct10",0,0.41,0,1,0,"Control","Control"
"995",5,"first_win","507",TRUE,"left",1,"3","first_time",0.075,"ct10",0,0.41,0,1,0,"Control","Control"
"996",6,"first_win","641",TRUE,"left",0,"3","first_time",0.075,"ct10",0,0.41,0,1,1,"Control","Control"
"997",7,"first_win","933",FALSE,"right",0.5,"1","first_time",0.0875,"ct10",0,0.41,0,1,0,"Control","Control"
"998",8,"first_win","377",FALSE,"right",0.5,"1","first_time",0.1,"ct10",0,0.41,0,1,0,"Control","Control"
"999",9,"first_win","397",TRUE,"left",0,"3","first_time",0.1,"ct10",0,0.41,0,1,0,"Control","Control"
"1000",10,"first_win","379",TRUE,"left",0,"3","first_time",0.1,"ct10",0,0.41,0,1,0,"Control","Control"
"1001",11,"first_win","419",TRUE,"left",0,"3","first_time",0.1,"ct10",0,0.41,0,1,0,"Control","Control"
"1002",12,"first_win","0",FALSE,"right",0.5,"1","first_time",0.1125,"ct10",0,0.41,0,1,0,"Control","Control"
"1003",13,"first_win","829",FALSE,"right",0.5,"1","first_time",0.125,"ct10",0,0.41,0,1,0,"Control","Control"
"1004",14,"first_win","402",TRUE,"left",1,"3","first_time",0.15,"ct10",0,0.41,0,1,0,"Control","Control"
"1005",15,"first_win","452",TRUE,"left",0,"3","first_time",0.15,"ct10",0,0.41,0,1,1,"Control","Control"
"1006",16,"first_win","569",TRUE,"left",1,"3","first_time",0.175,"ct10",0,0.41,0,1,0,"Control","Control"
"1007",17,"first_win","351",FALSE,"right",0.5,"1","first_time",0.1875,"ct10",0,0.41,0,1,1,"Control","Control"
"1008",18,"first_win","580",TRUE,"left",1,"3","first_time",0.2125,"ct10",0,0.41,0,1,1,"Control","Control"
"1009",19,"first_win","375",TRUE,"left",1,"3","first_time",0.2375,"ct10",0,0.41,0,1,1,"Control","Control"
"1010",20,"first_win","362",TRUE,"left",1,"3","first_time",0.2625,"ct10",0,0.41,0,1,1,"Control","Control"
"1011",21,"first_win","206",TRUE,"left",0,"3","first_time",0.2625,"ct10",0,0.41,0,2,1,"Control","Control"
"1012",22,"first_win","150",FALSE,"right",0.5,"1","first_time",0.275,"ct10",0,0.41,0,2,0,"Control","Control"
"1013",23,"first_win","155",FALSE,"right",0.5,"1","first_time",0.2875,"ct10",0,0.41,0,2,0,"Control","Control"
"1014",24,"first_win","257",TRUE,"left",0,"3","first_time",0.2875,"ct10",0,0.41,0,2,0,"Control","Control"
"1015",25,"first_win","0",FALSE,"right",0.5,"1","first_time",0.3,"ct10",0,0.41,0,2,0,"Control","Control"
"1016",26,"first_win","0",FALSE,"right",0.5,"1","first_time",0.3125,"ct10",0,0.41,0,2,0,"Control","Control"
"1017",27,"first_win","271",TRUE,"left",0,"3","first_time",0.3125,"ct10",0,0.41,0,2,0,"Control","Control"
"1018",28,"first_win","257",TRUE,"left",0,"3","first_time",0.3125,"ct10",0,0.41,0,2,0,"Control","Control"
"1019",29,"first_win","306",FALSE,"right",0.5,"1","first_time",0.325,"ct10",0,0.41,0,2,0,"Control","Control"
"1020",30,"first_win","277",FALSE,"right",0.5,"1","first_time",0.3375,"ct10",0,0.41,0,2,0,"Control","Control"
"1021",31,"first_win","632",TRUE,"left",1,"3","first_time",0.3625,"ct10",0,0.41,0,2,0,"Control","Control"
"1022",32,"first_win","476",TRUE,"left",0,"3","first_time",0.3625,"ct10",0,0.41,0,2,1,"Control","Control"
"1023",33,"first_win","288",FALSE,"right",0.5,"1","first_time",0.375,"ct10",0,0.41,0,2,0,"Control","Control"
"1024",34,"first_win","260",FALSE,"right",0.5,"1","first_time",0.3875,"ct10",0,0.41,0,2,0,"Control","Control"
"1025",35,"first_win","376",TRUE,"left",0,"3","first_time",0.3875,"ct10",0,0.41,0,2,0,"Control","Control"
"1026",36,"first_win","272",FALSE,"right",0.5,"1","first_time",0.4,"ct10",0,0.41,0,2,0,"Control","Control"
"1027",37,"first_win","249",FALSE,"right",0.5,"1","first_time",0.4125,"ct10",0,0.41,0,2,0,"Control","Control"
"1028",38,"first_win","381",FALSE,"right",0.5,"1","first_time",0.425,"ct10",0,0.41,0,2,0,"Control","Control"
"1029",39,"first_win","254",TRUE,"left",0,"3","first_time",0.425,"ct10",0,0.41,0,2,0,"Control","Control"
"1030",40,"first_win","242",FALSE,"right",0.5,"1","first_time",0.4375,"ct10",0,0.41,0,2,0,"Control","Control"
"1031",41,"first_win","280",FALSE,"right",0.5,"1","first_time",0.45,"ct10",0,0.41,0,3,0,"Control","Control"
"1032",42,"first_win","236",FALSE,"right",0.5,"1","first_time",0.4625,"ct10",0,0.41,0,3,0,"Control","Control"
"1033",43,"first_win","415",FALSE,"right",0.5,"1","first_time",0.475,"ct10",0,0.41,0,3,0,"Control","Control"
"1034",44,"first_win","244",TRUE,"left",1,"3","first_time",0.5,"ct10",0,0.41,0,3,0,"Control","Control"
"1035",45,"first_win","344",FALSE,"right",0.5,"1","first_time",0.5125,"ct10",0,0.41,0,3,1,"Control","Control"
"1036",46,"first_win","267",FALSE,"right",0.5,"1","first_time",0.525,"ct10",0,0.41,0,3,1,"Control","Control"
"1037",47,"first_win","205",TRUE,"left",0,"3","first_time",0.525,"ct10",0,0.41,0,3,1,"Control","Control"
"1038",48,"first_win","208",FALSE,"right",0.5,"1","first_time",0.5375,"ct10",0,0.41,0,3,0,"Control","Control"
"1039",49,"first_win","227",FALSE,"right",0.5,"1","first_time",0.55,"ct10",0,0.41,0,3,0,"Control","Control"
"1040",50,"first_win","212",TRUE,"left",1,"3","first_time",0.575,"ct10",0,0.41,0,3,0,"Control","Control"
"1041",51,"first_win","215",TRUE,"left",0,"3","first_time",0.575,"ct10",0,0.41,0,3,1,"Control","Control"
"1042",52,"first_win","1",FALSE,"right",0.5,"1","first_time",0.5875,"ct10",0,0.41,0,3,0,"Control","Control"
"1043",53,"first_win","236",FALSE,"right",0.5,"1","first_time",0.6,"ct10",0,0.41,0,3,0,"Control","Control"
"1044",54,"first_win","13",FALSE,"right",0.5,"1","first_time",0.6125,"ct10",0,0.41,0,3,0,"Control","Control"
"1045",55,"first_win","241",TRUE,"left",0,"3","first_time",0.6125,"ct10",0,0.41,0,3,0,"Control","Control"
"1046",56,"first_win","226",FALSE,"right",0.5,"1","first_time",0.625,"ct10",0,0.41,0,3,0,"Control","Control"
"1047",57,"first_win","244",FALSE,"right",0.5,"1","first_time",0.6375,"ct10",0,0.41,0,3,0,"Control","Control"
"1048",58,"first_win","297",TRUE,"left",1,"3","first_time",0.6625,"ct10",0,0.41,0,3,0,"Control","Control"
"1049",59,"first_win","234",FALSE,"right",0.5,"1","first_time",0.675,"ct10",0,0.41,0,3,1,"Control","Control"
"1050",60,"first_win","267",FALSE,"right",0.5,"1","first_time",0.6875,"ct10",0,0.41,0,3,1,"Control","Control"
"1051",61,"first_win","222",FALSE,"right",0.5,"1","first_time",0.7,"ct10",0,0.41,0,4,1,"Control","Control"
"1052",62,"first_win","289",TRUE,"left",0,"3","first_time",0.7,"ct10",0,0.41,0,4,1,"Control","Control"
"1053",63,"first_win","201",FALSE,"right",0.5,"1","first_time",0.7125,"ct10",0,0.41,0,4,0,"Control","Control"
"1054",64,"first_win","254",FALSE,"right",0.5,"1","first_time",0.725,"ct10",0,0.41,0,4,0,"Control","Control"
"1055",65,"first_win","226",TRUE,"left",0,"3","first_time",0.725,"ct10",0,0.41,0,4,0,"Control","Control"
"1056",66,"first_win","5",FALSE,"right",0.5,"1","first_time",0.7375,"ct10",0,0.41,0,4,0,"Control","Control"
"1057",67,"first_win","184",TRUE,"left",1,"3","first_time",0.7625,"ct10",0,0.41,0,4,0,"Control","Control"
"1058",68,"first_win","189",FALSE,"right",0.5,"1","first_time",0.775,"ct10",0,0.41,0,4,1,"Control","Control"
"1059",69,"first_win","239",FALSE,"right",0.5,"1","first_time",0.7875,"ct10",0,0.41,0,4,1,"Control","Control"
"1060",70,"first_win","241",TRUE,"left",0,"3","first_time",0.7875,"ct10",0,0.41,0,4,1,"Control","Control"
"1061",71,"first_win","195",FALSE,"right",0.5,"1","first_time",0.8,"ct10",0,0.41,0,4,0,"Control","Control"
"1062",72,"first_win","236",TRUE,"left",0,"3","first_time",0.8,"ct10",0,0.41,0,4,0,"Control","Control"
"1063",73,"first_win","255",FALSE,"right",0.5,"1","first_time",0.8125,"ct10",0,0.41,0,4,0,"Control","Control"
"1064",74,"first_win","244",FALSE,"right",0.5,"1","first_time",0.825,"ct10",0,0.41,0,4,0,"Control","Control"
"1065",75,"first_win","233",TRUE,"left",0,"3","first_time",0.825,"ct10",0,0.41,0,4,0,"Control","Control"
"1066",76,"first_win","76",FALSE,"right",0.5,"1","first_time",0.8375,"ct10",0,0.41,0,4,0,"Control","Control"
"1067",77,"first_win","258",TRUE,"left",1,"3","first_time",0.8625,"ct10",0,0.41,0,4,0,"Control","Control"
"1068",78,"first_win","246",FALSE,"right",0.5,"1","first_time",0.875,"ct10",0,0.41,0,4,1,"Control","Control"
"1069",79,"first_win","281",FALSE,"right",0.5,"1","first_time",0.8875,"ct10",0,0.41,0,4,1,"Control","Control"
"1070",80,"first_win","223",FALSE,"right",0.5,"1","first_time",0.9,"ct10",0,0.41,0,4,1,"Control","Control"
"1071",81,"first_win","323",FALSE,"right",0.5,"1","first_time",0.9125,"ct10",0,0.41,0,5,1,"Control","Control"
"1072",82,"first_win","279",TRUE,"left",0,"3","first_time",0.9125,"ct10",0,0.41,0,5,1,"Control","Control"
"1073",83,"first_win","255",FALSE,"right",0.5,"1","first_time",0.925,"ct10",0,0.41,0,5,0,"Control","Control"
"1074",84,"first_win","179",FALSE,"right",0.5,"1","first_time",0.9375,"ct10",0,0.41,0,5,0,"Control","Control"
"1075",85,"first_win","263",TRUE,"left",0,"3","first_time",0.9375,"ct10",0,0.41,0,5,0,"Control","Control"
"1076",86,"first_win","94",FALSE,"right",0.5,"1","first_time",0.95,"ct10",0,0.41,0,5,0,"Control","Control"
"1077",87,"first_win","287",TRUE,"left",0,"3","first_time",0.95,"ct10",0,0.41,0,5,0,"Control","Control"
"1078",88,"first_win","311",FALSE,"right",0.5,"1","first_time",0.9625,"ct10",0,0.41,0,5,0,"Control","Control"
"1079",89,"first_win","282",TRUE,"left",0,"3","first_time",0.9625,"ct10",0,0.41,0,5,0,"Control","Control"
"1080",90,"first_win","219",FALSE,"right",0.5,"1","first_time",0.975,"ct10",0,0.41,0,5,0,"Control","Control"
